encounter,hemisphere,terrain,pca_1,pca_2,pca_3,pca_4,pca_5,nmf_1,nmf_2,nmf_3,nmf_4
E6,leading,chaos,-10.817435641571025,1.8181744773729875,-0.8431563902042419,2.6221604259584748,-1.1593012002610161,0.07665150350813917,0.0,0.12440466829755839,0.494474911762821
E6,leading,chaos,-10.620012457923947,2.0769714786164513,-0.813461292585638,2.614136701689862,-1.1399962337953704,0.07924237570517761,0.0,0.12668309122712515,0.49293766694526675
E6,leading,chaos,-10.489264240970252,1.9886367800656581,-0.9353128738050177,2.5133437501044495,-1.0565581839668532,0.08122905663229106,0.0,0.12610932307886732,0.4846307660507724
E6,leading,chaos,-10.30001118618935,1.9681292734733307,-1.2202777234932909,2.35911118616248,-0.8849596938574439,0.08670801991294683,0.0,0.12753078239505744,0.4661287297679421
E6,leading,chaos,-10.148492646225488,2.6156582536324176,-1.4786057617190513,2.239397742671903,-0.5662942472763921,0.09505461640179716,0.0,0.1367499834359795,0.45031066739751946
E6,leading,chaos,-9.966250296783262,4.753655118988718,-1.5497218680511824,2.2855300617023433,-0.3063248378453675,0.1108324768232057,0.0,0.15504244923325458,0.448481011133207
E6,leading,chaos,-9.943965885146504,3.9148710392088932,-2.049743499531144,2.1650173512401474,-0.09232862849075482,0.11245529787522027,0.0,0.15599931331887473,0.41699214515630495
E6,leading,chaos,-10.951977630234314,1.7160278346482432,-0.5364890836538578,2.9704446452423627,-1.0810961612529943,0.07184128250052603,0.0,0.1409973505100432,0.4929579575762503
E6,leading,chaos,-10.987526355135747,1.8406232371767228,-0.6504862557450032,2.8758964971131022,-1.1893540761328358,0.0741125689734025,0.0,0.13312459544619923,0.49667085826604945
E6,leading,chaos,-10.740593318590998,2.290256631465895,-0.593425436511566,2.861878756631759,-1.1693882442479884,0.07804327117067796,0.0,0.13626135488043295,0.49582977739720074
E6,leading,chaos,-10.603849163276038,2.0257873197778804,-0.7974549170079689,2.694951414695249,-1.0562414824623911,0.08017979847792932,0.0,0.1338164969865575,0.48346945664900615
E6,leading,chaos,-10.388188925951473,1.6033579978753876,-1.1584770847860597,2.4673442700900776,-0.871933936388362,0.0846962680097457,0.0,0.13233660155347923,0.45860329029059554
E6,leading,chaos,-10.322786685723969,1.9104008579170813,-1.3152989009625815,2.403250568026519,-0.5325773880936482,0.08910937706148678,0.0,0.1427709709869304,0.4438958712128383
E6,leading,chaos,-10.073635587608358,3.88549465225583,-1.3962696408968385,2.4669890042390406,-0.24995742842931473,0.10499896395655216,0.0,0.16244197063250118,0.43660529407680393
E6,leading,chaos,-10.87055578104397,-1.707063022102505,-1.0234618820670947,2.770251642284367,-0.8718854651512197,0.055532632651137434,0.0,0.12988779565955427,0.4508751639679181
